code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-06-04,1644.5,1688.69,1630.87,1669.66,20105671.0,2.45,sample
600519.SH,2026-06-05,1684.32,1711.21,1645.75,1658.5,29313140.0,-0.67,sample
600519.SH,2026-06-08,1650.3,1652.72,1640.96,1644.79,19127445.0,-0.83,sample
600519.SH,2026-06-09,1656.92,1685.08,1646.91,1678.26,34450856.0,2.03,sample
600519.SH,2026-06-10,1675.19,1735.6,1671.36,1702.48,44281842.0,1.44,sample
600519.SH,2026-06-11,1688.36,1707.07,1687.85,1695.2,11578674.0,-0.43,sample
600519.SH,2026-06-12,1687.04,1703.38,1659.73,1688.82,13437685.0,-0.38,sample
600519.SH,2026-06-15,1672.35,1702.7,1622.71,1642.5,35295311.0,-2.74,sample
600519.SH,2026-06-16,1623.14,1713.88,1599.32,1682.16,13427911.0,2.41,sample
600519.SH,2026-06-17,1663.08,1679.96,1626.96,1637.31,1585703.0,-2.67,sample
600519.SH,2026-06-18,1647.63,1659.69,1580.38,1599.61,28954540.0,-2.3,sample
600519.SH,2026-06-19,1590.26,1599.43,1574.72,1576.6,33041836.0,-1.44,sample
600519.SH,2026-06-22,1570.45,1611.7,1566.6,1591.11,42286185.0,0.92,sample
600519.SH,2026-06-23,1572.12,1583.64,1549.93,1554.82,2231676.0,-2.28,sample
600519.SH,2026-06-24,1574.32,1602.56,1510.34,1519.18,33234221.0,-2.29,sample
600519.SH,2026-06-25,1525.95,1543.51,1463.63,1475.57,34427541.0,-2.87,sample
