code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-06-08,1811.09,1833.3,1731.68,1739.41,33557910.0,-2.75,sample
600519.SH,2026-06-09,1747.89,1772.38,1712.94,1771.76,26400123.0,1.86,sample
600519.SH,2026-06-10,1758.12,1792.47,1704.98,1719.15,4689806.0,-2.97,sample
600519.SH,2026-06-11,1725.3,1729.81,1692.21,1706.17,19421667.0,-0.76,sample
600519.SH,2026-06-12,1701.59,1729.23,1672.93,1725.52,24953544.0,1.13,sample
600519.SH,2026-06-15,1724.65,1728.83,1691.91,1715.5,23950015.0,-0.58,sample
600519.SH,2026-06-16,1705.9,1758.05,1676.34,1730.98,18490938.0,0.9,sample
600519.SH,2026-06-17,1711.0,1769.26,1685.65,1758.53,19998935.0,1.59,sample
600519.SH,2026-06-18,1764.83,1798.22,1714.06,1737.09,25389280.0,-1.22,sample
600519.SH,2026-06-19,1723.73,1743.22,1678.39,1706.29,15441177.0,-1.77,sample
600519.SH,2026-06-22,1716.05,1750.12,1702.6,1705.56,8527008.0,-0.04,sample
600519.SH,2026-06-23,1701.73,1741.02,1677.95,1729.23,46046134.0,1.39,sample
600519.SH,2026-06-24,1737.62,1745.61,1680.12,1698.38,33384985.0,-1.78,sample
600519.SH,2026-06-25,1679.71,1763.75,1666.08,1741.98,43069605.0,2.57,sample
