code,trade_date,open,high,low,close,volume,amount,pct_change,source
600519.SH,2026-05-13,1793.43,1795.84,1702.79,1730.04,7627600.0,13196053104.0,-2.16,sample
600519.SH,2026-05-14,1710.48,1788.05,1708.23,1757.65,12949473.0,22760641218.45,1.6,sample
600519.SH,2026-05-15,1769.96,1780.36,1714.54,1724.71,35284842.0,60856119845.82,-1.87,sample
600519.SH,2026-05-18,1713.75,1763.5,1704.87,1730.13,2857343.0,4943574844.59,0.31,sample
600519.SH,2026-05-19,1714.76,1741.07,1708.45,1725.74,30955629.0,53421367190.46,-0.25,sample
600519.SH,2026-05-20,1702.94,1760.84,1689.45,1745.57,29766979.0,51960345533.03,1.15,sample
600519.SH,2026-05-21,1768.95,1769.99,1759.24,1766.37,9467400.0,16722931338.0,1.19,sample
600519.SH,2026-05-22,1773.89,1797.29,1744.39,1774.68,14936165.0,26506913302.2,0.47,sample
600519.SH,2026-05-25,1768.64,1789.07,1756.25,1762.49,22691084.0,39992808639.16,-0.69,sample
600519.SH,2026-05-26,1758.02,1797.33,1749.02,1780.88,21755088.0,38743201117.44,1.04,sample
600519.SH,2026-05-27,1756.85,1800.53,1752.44,1791.03,30387235.0,54424449502.05,0.57,sample
600519.SH,2026-05-28,1780.36,1812.73,1750.2,1806.09,29200118.0,52738041118.62,0.84,sample
600519.SH,2026-05-29,1792.36,1827.02,1757.0,1770.2,2963145.0,5245359279.0,-1.99,sample
600519.SH,2026-06-01,1747.75,1789.49,1719.99,1766.93,26503316.0,46829504139.88,-0.18,sample
600519.SH,2026-06-02,1751.07,1822.26,1727.62,1809.73,10562023.0,19114409883.79,2.42,sample
600519.SH,2026-06-03,1793.04,1821.07,1764.71,1817.54,49961786.0,90807544526.44,0.43,sample
600519.SH,2026-06-04,1790.82,1855.79,1776.37,1827.41,12664248.0,23142773437.68,0.54,sample
600519.SH,2026-06-05,1829.64,1845.49,1795.57,1809.52,10679377.0,19324546269.04,-0.98,sample
600519.SH,2026-06-08,1810.97,1850.48,1777.79,1839.8,21813525.0,40132523295.0,1.67,sample
600519.SH,2026-06-09,1819.47,1880.52,1783.13,1851.31,14927489.0,27635409660.59,0.63,sample
600519.SH,2026-06-10,1836.65,1857.73,1818.69,1830.94,22329965.0,40884826117.1,-1.1,sample
600519.SH,2026-06-11,1839.62,1867.25,1820.03,1856.67,46653689.0,86620504755.63,1.41,sample
600519.SH,2026-06-12,1879.24,1915.38,1792.42,1821.65,11265797.0,20522339105.05,-1.89,sample
600519.SH,2026-06-15,1808.88,1836.76,1785.71,1825.26,33113300.0,60440381958.0,0.2,sample
600519.SH,2026-06-16,1838.07,1838.27,1818.71,1835.29,46404078.0,85164940312.62,0.55,sample
600519.SH,2026-06-17,1829.06,1870.27,1822.03,1857.99,13372971.0,24846846388.29,1.24,sample
600519.SH,2026-06-18,1832.14,1923.13,1806.74,1910.01,7205703.0,13762964787.03,2.8,sample
600519.SH,2026-06-19,1920.5,1936.74,1883.99,1922.82,29653306.0,57017969842.92,0.67,sample
600519.SH,2026-06-22,1951.62,1963.74,1895.61,1896.16,49405983.0,93681648725.28,-1.39,sample
600519.SH,2026-06-23,1887.75,1974.85,1854.83,1936.78,1573128.0,3046802847.84,2.14,sample
600519.SH,2026-06-24,1940.28,1941.93,1908.23,1929.15,40638956.0,78398641967.4,-0.39,sample
600519.SH,2026-06-25,1902.95,1936.69,1891.28,1895.29,27054483.0,51276091085.07,-1.76,sample
