code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-06-03,1678.54,1690.24,1662.89,1681.52,11822923.0,1.31,sample
600519.SH,2026-06-04,1660.77,1669.28,1638.17,1663.45,27923269.0,-1.07,sample
600519.SH,2026-06-05,1672.76,1715.25,1652.2,1706.39,23203316.0,2.58,sample
600519.SH,2026-06-08,1723.05,1738.23,1687.73,1708.02,7564443.0,0.1,sample
600519.SH,2026-06-09,1694.4,1761.55,1662.45,1735.78,40582721.0,1.63,sample
600519.SH,2026-06-10,1715.53,1756.87,1711.41,1740.72,46062277.0,0.28,sample
600519.SH,2026-06-11,1750.18,1763.94,1723.36,1727.83,47625703.0,-0.74,sample
600519.SH,2026-06-12,1750.28,1788.13,1744.13,1762.19,23465213.0,1.99,sample
600519.SH,2026-06-15,1742.59,1757.32,1737.77,1751.43,34603909.0,-0.61,sample
600519.SH,2026-06-16,1752.88,1773.8,1708.15,1712.35,22208901.0,-2.23,sample
600519.SH,2026-06-17,1723.94,1734.93,1708.52,1728.6,45128551.0,0.95,sample
600519.SH,2026-06-18,1754.08,1774.5,1683.62,1685.7,25493057.0,-2.48,sample
600519.SH,2026-06-19,1686.12,1739.4,1658.88,1708.21,25447406.0,1.34,sample
600519.SH,2026-06-22,1719.38,1744.78,1704.41,1738.62,2733168.0,1.78,sample
600519.SH,2026-06-23,1721.25,1750.63,1706.51,1716.77,43300684.0,-1.26,sample
600519.SH,2026-06-24,1741.16,1762.7,1696.19,1711.19,45709733.0,-0.33,sample
600519.SH,2026-06-25,1719.08,1730.07,1686.12,1721.53,4275751.0,0.6,sample
