code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-05-29,1656.88,1668.71,1606.83,1621.69,32962814.0,-2.68,sample
600519.SH,2026-06-01,1601.26,1601.96,1572.83,1581.71,25655814.0,-2.47,sample
600519.SH,2026-06-02,1558.58,1572.69,1556.96,1563.32,3519293.0,-1.16,sample
600519.SH,2026-06-03,1575.21,1591.23,1508.18,1526.74,24815149.0,-2.34,sample
600519.SH,2026-06-04,1527.85,1544.38,1512.3,1533.23,42087895.0,0.43,sample
600519.SH,2026-06-05,1545.09,1557.05,1532.17,1551.62,8349932.0,1.2,sample
600519.SH,2026-06-08,1573.81,1604.87,1509.39,1531.3,49791457.0,-1.31,sample
600519.SH,2026-06-09,1520.09,1578.92,1505.52,1548.19,40196274.0,1.1,sample
600519.SH,2026-06-10,1560.27,1589.09,1515.32,1541.79,5481733.0,-0.41,sample
600519.SH,2026-06-11,1564.66,1578.15,1525.97,1539.12,9976700.0,-0.17,sample
600519.SH,2026-06-12,1543.09,1568.53,1491.27,1514.36,33660352.0,-1.61,sample
600519.SH,2026-06-15,1519.5,1520.73,1445.15,1471.35,17521581.0,-2.84,sample
600519.SH,2026-06-16,1486.32,1499.35,1417.27,1439.34,37339082.0,-2.18,sample
600519.SH,2026-06-17,1432.74,1459.41,1406.31,1427.03,33327785.0,-0.86,sample
600519.SH,2026-06-18,1418.33,1427.34,1404.99,1418.84,46489957.0,-0.57,sample
600519.SH,2026-06-19,1409.09,1416.65,1362.96,1388.26,30513969.0,-2.16,sample
600519.SH,2026-06-22,1380.02,1428.85,1357.16,1416.49,6164084.0,2.03,sample
600519.SH,2026-06-23,1434.96,1443.89,1391.05,1399.68,46601156.0,-1.19,sample
600519.SH,2026-06-24,1416.95,1428.66,1397.06,1410.6,14800801.0,0.78,sample
600519.SH,2026-06-25,1393.0,1407.72,1362.48,1377.15,46015877.0,-2.37,sample
