code,trade_date,open,high,low,close,volume,amount,pct_change,source
600519.SH,2026-05-19,1826.41,1851.94,1756.44,1781.72,36446686.0,64937789379.92,-1.31,sample
600519.SH,2026-05-20,1794.81,1829.67,1784.15,1787.14,37610985.0,67216095732.9,0.3,sample
600519.SH,2026-05-21,1793.96,1821.7,1768.46,1798.96,11499164.0,20686536069.44,0.66,sample
600519.SH,2026-05-22,1779.77,1803.12,1749.95,1765.96,3014515.0,5323512909.4,-1.83,sample
600519.SH,2026-05-25,1752.84,1789.44,1749.12,1769.79,6041883.0,10692864114.57,0.22,sample
600519.SH,2026-05-26,1791.17,1815.12,1753.92,1756.63,28688640.0,50395325683.2,-0.74,sample
600519.SH,2026-05-27,1741.63,1811.89,1722.94,1783.67,29889981.0,53313862410.27,1.54,sample
600519.SH,2026-05-28,1785.48,1819.15,1744.27,1749.11,3478212.0,6083775391.32,-1.94,sample
600519.SH,2026-05-29,1736.57,1749.72,1702.7,1748.94,13052546.0,22828119801.24,-0.01,sample
600519.SH,2026-06-01,1760.65,1772.15,1740.3,1750.32,49275185.0,86247341809.2,0.08,sample
600519.SH,2026-06-02,1740.97,1808.7,1712.86,1774.08,3708678.0,6579491466.24,1.36,sample
600519.SH,2026-06-03,1797.23,1801.21,1707.25,1734.47,18959820.0,32885238995.4,-2.23,sample
600519.SH,2026-06-04,1725.6,1753.01,1663.96,1689.42,9812374.0,16577220883.08,-2.6,sample
600519.SH,2026-06-05,1672.26,1693.94,1636.36,1641.27,46268645.0,75939338979.15,-2.85,sample
600519.SH,2026-06-08,1644.73,1677.11,1604.85,1614.57,42036052.0,67870148477.64,-1.63,sample
600519.SH,2026-06-09,1591.0,1603.07,1578.72,1588.87,37615742.0,59766523991.54,-1.59,sample
600519.SH,2026-06-10,1592.02,1608.85,1557.57,1561.47,7093717.0,11076626283.99,-1.72,sample
600519.SH,2026-06-11,1550.67,1606.64,1536.68,1588.39,27566914.0,43787010528.46,1.72,sample
600519.SH,2026-06-12,1603.61,1628.57,1552.85,1582.54,44787484.0,70877984929.36,-0.37,sample
600519.SH,2026-06-15,1582.03,1592.58,1524.52,1546.47,12662289.0,19581850069.83,-2.28,sample
600519.SH,2026-06-16,1531.77,1589.1,1529.6,1561.4,22011996.0,34369530554.4,0.97,sample
600519.SH,2026-06-17,1561.29,1590.01,1531.64,1576.92,11807586.0,18619618515.12,0.99,sample
600519.SH,2026-06-18,1589.63,1599.06,1545.19,1557.44,30277202.0,47154925482.88,-1.24,sample
600519.SH,2026-06-19,1553.8,1563.69,1529.81,1550.1,23267819.0,36067446231.9,-0.47,sample
600519.SH,2026-06-22,1532.46,1579.51,1509.6,1553.33,6305529.0,9794567361.57,0.21,sample
600519.SH,2026-06-23,1556.63,1576.46,1513.48,1526.96,22063799.0,33690538521.04,-1.7,sample
600519.SH,2026-06-24,1521.61,1558.29,1501.42,1531.47,43923488.0,67267504167.36,0.3,sample
600519.SH,2026-06-25,1538.56,1566.38,1516.53,1525.79,36539485.0,55751580818.15,-0.37,sample
