code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-05-06,1745.03,1761.68,1712.27,1743.79,19095393.0,-1.32,sample
600519.SH,2026-05-07,1745.22,1749.4,1685.36,1696.51,20979889.0,-2.71,sample
600519.SH,2026-05-08,1693.96,1698.59,1686.29,1689.85,1399619.0,-0.39,sample
600519.SH,2026-05-11,1691.13,1703.4,1662.12,1696.1,30269683.0,0.37,sample
600519.SH,2026-05-12,1706.1,1729.58,1632.08,1651.05,38187223.0,-2.66,sample
600519.SH,2026-05-13,1637.36,1640.66,1580.68,1605.28,4800868.0,-2.77,sample
600519.SH,2026-05-14,1588.18,1643.18,1581.68,1619.64,46225421.0,0.89,sample
600519.SH,2026-05-15,1611.01,1625.49,1571.39,1584.44,35765225.0,-2.17,sample
600519.SH,2026-05-18,1563.77,1585.99,1525.7,1538.67,27667203.0,-2.89,sample
600519.SH,2026-05-19,1519.76,1525.33,1502.49,1506.06,43624358.0,-2.12,sample
600519.SH,2026-05-20,1522.54,1534.7,1496.13,1499.07,31962108.0,-0.46,sample
600519.SH,2026-05-21,1489.68,1516.89,1440.25,1467.45,44454275.0,-2.11,sample
600519.SH,2026-05-22,1458.87,1464.18,1409.57,1436.74,31553047.0,-2.09,sample
600519.SH,2026-05-25,1449.71,1453.39,1389.43,1404.68,31098353.0,-2.23,sample
600519.SH,2026-05-26,1415.1,1439.91,1370.54,1398.33,18038785.0,-0.45,sample
600519.SH,2026-05-27,1383.65,1398.59,1356.9,1360.66,41034705.0,-2.69,sample
600519.SH,2026-05-28,1361.15,1363.77,1313.83,1336.67,36513727.0,-1.76,sample
600519.SH,2026-05-29,1346.27,1380.7,1326.36,1367.8,26876524.0,2.33,sample
600519.SH,2026-06-01,1372.57,1391.74,1315.86,1335.37,30871143.0,-2.37,sample
600519.SH,2026-06-02,1352.89,1368.08,1294.68,1317.58,29298882.0,-1.33,sample
600519.SH,2026-06-03,1304.41,1353.03,1295.91,1336.67,39575314.0,1.45,sample
600519.SH,2026-06-04,1354.66,1377.87,1331.41,1346.09,18980993.0,0.7,sample
600519.SH,2026-06-05,1343.38,1344.74,1313.93,1318.57,22257007.0,-2.04,sample
600519.SH,2026-06-08,1305.79,1378.14,1281.15,1355.89,31521504.0,2.83,sample
600519.SH,2026-06-09,1355.23,1384.11,1342.33,1375.56,24255957.0,1.45,sample
600519.SH,2026-06-10,1377.75,1440.61,1352.12,1414.17,24951857.0,2.81,sample
600519.SH,2026-06-11,1415.82,1428.14,1383.66,1395.82,20753542.0,-1.3,sample
600519.SH,2026-06-12,1379.74,1396.31,1359.35,1391.29,22957020.0,-0.32,sample
600519.SH,2026-06-15,1371.85,1404.06,1358.16,1383.59,30423325.0,-0.55,sample
600519.SH,2026-06-16,1391.95,1421.21,1367.81,1401.66,14900296.0,1.31,sample
600519.SH,2026-06-17,1384.98,1441.65,1368.24,1434.26,26749963.0,2.33,sample
600519.SH,2026-06-18,1449.53,1450.99,1416.66,1437.01,6039443.0,0.19,sample
600519.SH,2026-06-19,1419.01,1447.13,1386.11,1395.96,5960398.0,-2.86,sample
600519.SH,2026-06-22,1395.24,1400.79,1383.34,1388.58,33983735.0,-0.53,sample
600519.SH,2026-06-23,1397.59,1414.4,1323.25,1347.45,31953863.0,-2.96,sample
600519.SH,2026-06-24,1339.22,1383.62,1321.01,1373.43,30313163.0,1.93,sample
600519.SH,2026-06-25,1355.13,1365.76,1326.92,1347.07,24506599.0,-1.92,sample
