code,trade_date,open,high,low,close,volume,pct_change,source
600519.SH,2026-05-14,1898.3,1920.76,1845.86,1862.36,36593685.0,-2.94,sample
600519.SH,2026-05-15,1874.33,1924.34,1847.06,1897.22,48902210.0,1.87,sample
600519.SH,2026-05-18,1869.06,1899.0,1864.4,1872.61,34949270.0,-1.3,sample
600519.SH,2026-05-19,1869.21,1892.47,1822.02,1851.62,38052953.0,-1.12,sample
600519.SH,2026-05-20,1845.68,1859.68,1812.42,1858.42,18245731.0,0.37,sample
600519.SH,2026-05-21,1877.88,1889.67,1864.79,1867.35,35752615.0,0.48,sample
600519.SH,2026-05-22,1851.42,1882.74,1815.82,1825.78,25478264.0,-2.23,sample
600519.SH,2026-05-25,1823.75,1835.75,1787.83,1799.27,40518954.0,-1.45,sample
600519.SH,2026-05-26,1772.39,1852.19,1766.27,1817.04,32954637.0,0.99,sample
600519.SH,2026-05-27,1799.76,1901.64,1767.99,1869.16,26712611.0,2.87,sample
600519.SH,2026-05-28,1872.13,1923.71,1868.57,1913.52,27503529.0,2.37,sample
600519.SH,2026-05-29,1923.1,1966.19,1911.47,1941.09,49167271.0,1.44,sample
600519.SH,2026-06-01,1940.6,1942.23,1879.38,1912.34,39617835.0,-1.48,sample
600519.SH,2026-06-02,1923.78,1933.4,1836.45,1857.68,41649540.0,-2.86,sample
600519.SH,2026-06-03,1838.08,1848.87,1799.34,1828.85,23340816.0,-1.55,sample
600519.SH,2026-06-04,1828.05,1848.39,1794.11,1846.61,47320950.0,0.97,sample
600519.SH,2026-06-05,1843.51,1873.27,1786.68,1805.61,47106384.0,-2.22,sample
600519.SH,2026-06-08,1817.84,1833.36,1793.78,1813.1,36910452.0,0.41,sample
600519.SH,2026-06-09,1840.18,1875.53,1759.3,1767.85,26814706.0,-2.5,sample
600519.SH,2026-06-10,1772.36,1779.23,1764.59,1778.08,1819495.0,0.58,sample
600519.SH,2026-06-11,1789.02,1818.47,1769.01,1787.6,18056609.0,0.54,sample
600519.SH,2026-06-12,1764.0,1820.86,1735.68,1791.83,36824564.0,0.24,sample
600519.SH,2026-06-15,1788.71,1813.55,1756.57,1789.75,28124801.0,-0.12,sample
600519.SH,2026-06-16,1777.77,1780.76,1737.4,1748.86,16584463.0,-2.28,sample
600519.SH,2026-06-17,1747.99,1777.29,1711.14,1711.76,13748716.0,-2.12,sample
600519.SH,2026-06-18,1725.67,1748.92,1681.91,1682.29,46985419.0,-1.72,sample
600519.SH,2026-06-19,1689.03,1719.97,1606.11,1632.76,20983324.0,-2.94,sample
600519.SH,2026-06-22,1631.12,1631.61,1564.19,1592.0,33811439.0,-2.5,sample
600519.SH,2026-06-23,1596.85,1619.29,1539.53,1549.11,3461058.0,-2.69,sample
600519.SH,2026-06-24,1531.37,1560.41,1510.01,1517.13,19191100.0,-2.06,sample
600519.SH,2026-06-25,1523.34,1531.6,1472.6,1473.13,23784970.0,-2.9,sample
